step,w1,w2,w3,w4,w5,w6,ema1,ema2,ema3,ema4,ema5,ema6,L1,L2,L3,L4,L5,L6
50,0.15494707226753235,0.17404809594154358,0.14207804203033447,0.17132197320461273,0.17022265493869781,0.18738211691379547,0.7707675695419312,0.7889854311943054,0.755266010761261,0.7861490249633789,0.7850871682167053,0.8009337782859802,0.11955693364143372,0.023245465010404587,5.8292964240536094e-05,9.610703273210675e-05,0.0001234021910931915,7.484903471777216e-05
100,0.16392755508422852,0.12870638072490692,0.26699092984199524,0.09705545753240585,0.1596718281507492,0.18364785611629486,0.6764376163482666,0.6217566132545471,0.7395272254943848,0.5825583934783936,0.6613098382949829,0.6804118752479553,2.052845001220703,0.575939416885376,0.3132617175579071,1.31326162815094,0.9740769863128662,0.575939416885376
150,0.24243545532226562,0.13107642531394958,0.2220778465270996,0.10301496833562851,0.149100199341774,0.15229511260986328,0.58443284034729,0.48296523094177246,0.5732012391090393,0.4427105486392975,0.50330650806427,0.5090712308883667,0.2519291043281555,0.2519291043281555,0.575939416885376,0.20141328871250153,0.16022413969039917,0.3868710398674011
200,0.2171342670917511,0.1319621056318283,0.2148377150297165,0.1082082986831665,0.1424851417541504,0.18537256121635437,0.49668973684310913,0.41237443685531616,0.4937727153301239,0.3797982931137085,0.42568331956863403,0.47169917821884155,0.27648335695266724,0.06196758896112442,0.16022413969039917,0.07888973504304886,0.12692801654338837,0.38687101006507874
250,0.22602826356887817,0.11412535607814789,0.18197397887706757,0.14781604707241058,0.15575765073299408,0.17429868876934052,0.41534852981567383,0.32292425632476807,0.42399176955223083,0.34597164392471313,0.3720071017742157,0.38431456685066223,0.3171505630016327,2.3502066135406494,4.758614540100098,0.3868710398674011,2.1269280910491943,1.5019291639328003
300,0.22579306364059448,0.17333394289016724,0.17453423142433167,0.13861380517482758,0.1287534087896347,0.15897154808044434,0.4146169126033783,0.370991975069046,0.37212538719177246,0.3341054618358612,0.3219327926635742,0.35671550035476685,0.0004664558218792081,0.0005529314512386918,3.535687574185431e-05,0.0001234021910931915,0.000430649786721915,7.484903471777216e-05
350,0.19978323578834534,0.17597204446792603,0.15379106998443604,0.1356041133403778,0.15375491976737976,0.18109464645385742,0.39347076416015625,0.37035083770751953,0.34852880239486694,0.33171457052230835,0.3497152626514435,0.37570708990097046,0.2560591995716095,0.0380413718521595,0.07888973504304886,0.474077045917511,0.2014133185148239,0.10020655393600464
400,0.16158606112003326,0.15475067496299744,0.13477547466754913,0.1183926984667778,0.16192281246185303,0.26857227087020874,0.3746702969074249,0.36145320534706116,0.34873202443122864,0.31420204043388367,0.36775633692741394,0.44861963391304016,1.3016856908798218,0.6931471824645996,1.7014132738113403,0.3868710398674011,0.575939416885376,0.3132617175579071
450,0.16730248928070068,0.16096702218055725,0.141551211476326,0.125327929854393,0.1811690330505371,0.22368232905864716,0.35132601857185364,0.3372265696525574,0.3159548342227936,0.29586976766586304,0.35843998193740845,0.39570802450180054,0.8278611898422241,0.05488218367099762,0.04858735203742981,0.04858735203742981,0.22541265189647675,0.4740769863128662
500,0.1942613571882248,0.15822117030620575,0.16350483894348145,0.13469892740249634,0.16612374782562256,0.18318986892700195,0.3292344808578491,0.2924749255180359,0.29789578914642334,0.26591768860816956,0.3005167245864868,0.31665197014808655,0.29000893235206604,2.7536072593647987e-05,0.00010890284465858713,4.785106284543872e-06,1.1478834494482726e-05,8.315283821502817e-07
550,0.24032016098499298,0.12255150824785233,0.13410858809947968,0.14628544449806213,0.16887906193733215,0.18785522878170013,0.3454085886478424,0.23428145051002502,0.24915143847465515,0.2634911835193634,0.2872408628463745,0.304763525724411,0.0009819751139730215,4.006448943982832e-05,8.481463737552986e-05,4.5398901420412585e-05,0.005233798176050186,0.000430649786721915
