step,w1,w2,w3,w4,w5,w6,ema1,ema2,ema3,ema4,ema5,ema6,L1,L2,L3,L4,L5,L6,wn1,wn2,wn3,wn4,wn5,eman1,eman2,eman3,eman4,eman5
550,0.26536160707473755,0.15048712491989136,0.14903639256954193,0.16716784238815308,0.1332002729177475,0.1347467005252838,0.40558093786239624,0.3120841085910797,0.31116414070129395,0.3293187916278839,0.29184308648109436,0.29374438524246216,0.0016680876724421978,0.011047745123505592,0.07888973504304886,2.1445179299917072e-05,0.00033540636650286615,7.889293556218036e-06,2.0131137371063232,1.5208529233932495,0.49571719765663147,0.29559144377708435,0.22654956579208374,0.7889994382858276,0.7422642111778259,0.5554273724555969,0.4692561626434326,0.420810341835022
600,0.23099176585674286,0.14721782505512238,0.12769494950771332,0.14226749539375305,0.19730320572853088,0.1545248031616211,0.3738096058368683,0.2992400527000427,0.27578291296958923,0.2940801978111267,0.3476651906967163,0.3072351813316345,0.024424288421869278,0.0002034476783592254,0.0019285932648926973,0.04858735203742981,0.011047745123505592,0.000430649786721915,1.8096610307693481,1.6885911226272583,0.5988762974739075,0.33617937564849854,0.2589837908744812,0.7280434370040894,0.7165026068687439,0.5437368154525757,0.4431775212287903,0.40402188897132874
650,0.24537435173988342,0.1611616611480713,0.13076499104499817,0.1335630565881729,0.15893635153770447,0.17019957304000854,0.40361538529396057,0.3340596854686737,0.3055030405521393,0.3040790557861328,0.33277755975723267,0.3518013656139374,0.11955693364143372,0.10020655393600464,0.6931471824645996,0.20141328871250153,0.20141328871250153,0.9740769863128662,1.849687099456787,1.643355369567871,0.552944540977478,0.33264046907424927,0.27932092547416687,0.7130231857299805,0.6933104395866394,0.5102614164352417,0.42707160115242004,0.3979547917842865
700,0.23299717903137207,0.16877993941307068,0.11187885701656342,0.12234706431627274,0.1308625489473343,0.2331344336271286,0.45392292737960815,0.40004459023475647,0.33087214827537537,0.3500678241252899,0.3567327558994293,0.45482417941093445,0.8936693072319031,0.8259393572807312,0.6931471824645996,1.136871099472046,0.6931471824645996,0.9740769863128662,2.051575183868408,1.435843586921692,0.5129066109657288,0.2859465777873993,0.23433099687099457,0.7374480366706848,0.677972137928009,0.5101597905158997,0.40902167558670044,0.3758432865142822
750,0.2556953430175781,0.1418675184249878,0.11689313501119614,0.14965467154979706,0.13844917714595795,0.19744019210338593,0.41057029366493225,0.30929481983184814,0.2780498266220093,0.31795600056648254,0.3049921691417694,0.36415642499923706,0.4372633695602417,0.029750417917966843,0.10020655393600464,0.014163456857204437,0.0019285932648926973,0.06196758896112442,1.9952515363693237,1.5109643936157227,0.5468650460243225,0.2759570777416229,0.2360711693763733,0.705558717250824,0.6592217087745667,0.4898381531238556,0.37351053953170776,0.34982672333717346
800,0.2197255641222,0.14762499928474426,0.1535629779100418,0.13372428715229034,0.19824063777923584,0.14712156355381012,0.41258305311203003,0.35536912083625793,0.358484148979187,0.32752102613449097,0.40062034130096436,0.34419214725494385,0.47253814339637756,1.313261866569519,0.9740769863128662,0.16022413969039917,0.9740769863128662,0.2519291043281555,2.170976400375366,1.2767330408096313,0.5212337970733643,0.25436878204345703,0.2139369696378708,0.7156131863594055,0.6278517842292786,0.47782427072525024,0.3582553267478943,0.32940471172332764
850,0.22785614430904388,0.1722325086593628,0.1536959409713745,0.1391306072473526,0.16598942875862122,0.14109541475772858,0.4456040859222412,0.40574386715888977,0.3830738663673401,0.35738205909729004,0.38839706778526306,0.3615865707397461,1.0696004629135132,1.7014132738113403,1.31326162815094,0.3868710398674011,0.575939416885376,0.575939416885376,2.129953622817993,1.3370215892791748,0.5472203493118286,0.2518053650856018,0.20528990030288696,0.7012447714805603,0.623635470867157,0.47968950867652893,0.34537824988365173,0.3113393783569336
900,0.2552557587623596,0.1811782568693161,0.15999910235404968,0.12604860961437225,0.14486582577228546,0.13265246152877808,0.4600597023963928,0.4018920660018921,0.3802618980407715,0.34090933203697205,0.3626422584056854,0.3542523682117462,0.4740769863128662,0.3132617175579071,0.20141328871250153,0.20141328871250153,0.07888973504304886,0.6931471824645996,2.10493803024292,1.3697830438613892,0.5381032824516296,0.2554807960987091,0.21888545155525208,0.6817889213562012,0.6136482357978821,0.4579220414161682,0.3337714970111847,0.30800506472587585
950,0.2792675197124481,0.158931165933609,0.14015978574752808,0.14476457238197327,0.13832545280456543,0.13855154812335968,0.4387410581111908,0.34339675307273865,0.3226092755794525,0.32794228196144104,0.32045701146125793,0.3207088112831116,0.2386273592710495,0.005233798176050186,0.00033540636650286615,0.0002612244279589504,0.0024756852071732283,0.0007099223439581692,2.1353111267089844,1.332456111907959,0.5077681541442871,0.2612963020801544,0.22494781017303467,0.6710873246192932,0.5872443318367004,0.4316968619823456,0.32096853852272034,0.29600411653518677
1000,0.2525162100791931,0.14796406030654907,0.1568596512079239,0.12752391397953033,0.13941480219364166,0.17572134733200073,0.40638887882232666,0.3163328468799591,0.3260202705860138,0.29304057359695435,0.3065481185913086,0.34473666548728943,0.18942856788635254,0.0031777266412973404,0.00861448422074318,0.12692801654338837,0.006715348456054926,0.006715348456054926,2.186464309692383,1.266173243522644,0.49346160888671875,0.2634449601173401,0.21469232439994812,0.6541879773139954,0.5690617561340332,0.41201019287109375,0.3074100911617279,0.27330368757247925
1050,0.2643738090991974,0.1808394193649292,0.1323072761297226,0.12421218305826187,0.15725018084049225,0.1410171091556549,0.43895769119262695,0.37400344014167786,0.321938693523407,0.30957430601119995,0.3485080301761627,0.3304687440395355,0.48140522837638855,0.2519291043281555,0.20141328871250153,0.006715348456054926,0.00861448422074318,0.0024756852071732283,2.0887699127197266,1.383677363395691,0.4912404716014862,0.3099835515022278,0.21813304722309113,0.6395259499549866,0.5708875060081482,0.398293137550354,0.3203619420528412,0.2629883587360382
1100,0.25702106952667236,0.16019156575202942,0.1458328664302826,0.11621353030204773,0.1477258801460266,0.1730150729417801,0.4126000702381134,0.33415403962135315,0.3149319589138031,0.27756252884864807,0.3172988295555115,0.3432241976261139,0.43047401309013367,0.3868710398674011,0.014163456857204437,0.023245465010404587,0.0380413718521595,0.023245465010404587,2.022956371307373,1.4949921369552612,0.47207513451576233,0.32150620222091675,0.22819718718528748,0.6152863502502441,0.564879834651947,0.3708994686603546,0.3087365925312042,0.2516021430492401
1150,0.2601223587989807,0.15853174030780792,0.10997229069471359,0.14155928790569305,0.12093283236026764,0.20888157188892365,0.4366968870162964,0.3468126356601715,0.28596261143684387,0.3259068727493286,0.2998061180114746,0.3899129033088684,1.0696004629135132,0.2519291043281555,0.20141328871250153,0.029750417917966843,0.018149929121136665,0.011047745123505592,2.021777629852295,1.3003302812576294,0.667832612991333,0.29323872923851013,0.24953065812587738,0.6020413637161255,0.5310372114181519,0.4199812114238739,0.2828061282634735,0.25590524077415466
1200,0.2436211258172989,0.12787359952926636,0.10626813769340515,0.16669286787509918,0.17614760994911194,0.17939673364162445,0.439497709274292,0.33629927039146423,0.3000994324684143,0.37438035011291504,0.3838162422180176,0.38683202862739563,0.37755733728408813,0.6931471824645996,0.12692801654338837,0.12692801654338837,0.16022413969039917,0.16022413969039917,1.9933890104293823,1.4279791116714478,0.6168419718742371,0.2639816999435425,0.2581641376018524,0.599035918712616,0.5467409491539001,0.4068405032157898,0.2653850018978119,0.2616709768772125
1250,0.22051964700222015,0.13591760396957397,0.13387079536914825,0.16458308696746826,0.16401322185993195,0.1810956597328186,0.38928237557411194,0.30931222438812256,0.3068001866340637,0.34088772535324097,0.34032848477363586,0.35688409209251404,0.013211595825850964,0.001170194591395557,0.00033540636650286615,0.001170194591395557,0.0024756852071732283,0.023245465010404587,1.8239251375198364,1.4993481636047363,0.7921715378761292,0.2714337706565857,0.2905007004737854,0.5563595294952393,0.5292391777038574,0.4229045510292053,0.24439458549022675,0.2557092308998108
1300,0.24359233677387238,0.13787342607975006,0.1299358308315277,0.17573024332523346,0.15709732472896576,0.15577079355716705,0.4101419448852539,0.3160679042339325,0.30620354413986206,0.3560173809528351,0.33753082156181335,0.3361254930496216,0.02487877383828163,0.00861448422074318,0.0005529314512386918,0.000430649786721915,0.001170194591395557,0.0005529314512386918,1.7895880937576294,1.5931004285812378,0.7555375695228577,0.2870253324508667,0.280361145734787,0.5533151030540466,0.5339311957359314,0.4095965623855591,0.24828672409057617,0.24200433492660522
1350,0.22411328554153442,0.13137881457805634,0.12203595042228699,0.13086038827896118,0.18158423900604248,0.21002738177776337,0.4149692952632904,0.3240092396736145,0.31179994344711304,0.32331642508506775,0.3856275975704193,0.40137889981269836,0.28798043727874756,0.0040784431621432304,0.00033540636650286615,3.535687574185431e-05,0.8259393572807312,1.6701560525689274e-05,1.7735962867736816,1.7368882894515991,0.6657070517539978,0.2737064063549042,0.27559298276901245,0.5516358017921448,0.5481501221656799,0.38831666111946106,0.24018438160419464,0.24106697738170624
1400,0.23718588054180145,0.13593928515911102,0.13906504213809967,0.12445889413356781,0.1937166005373001,0.1696343719959259,0.3452652096748352,0.25322139263153076,0.2571931481361389,0.23903167247772217,0.31213656067848206,0.29074886441230774,0.021059907972812653,0.001170194591395557,0.023245465010404587,0.0380413718521595,0.04858735203742981,0.10020655393600464,1.7864422798156738,1.7533323764801025,0.61199551820755,0.281007319688797,0.2817489206790924,0.5325395464897156,0.5294215679168701,0.3508521616458893,0.22427275776863098,0.2247120440006256
1450,0.1995353400707245,0.09558135271072388,0.14870887994766235,0.11207893490791321,0.2628372013568878,0.18125827610492706,0.3717929720878601,0.25034239888191223,0.32327204942703247,0.27661359310150146,0.41724687814712524,0.35593080520629883,0.0010949088027700782,0.0002612244279589504,1.6701560525689274e-05,0.00015844876179471612,1.6701560525689274e-05,1.013004202832235e-05,1.8783538341522217,1.8521668910980225,0.47719791531562805,0.22538471221923828,0.23634423315525055,0.5619322061538696,0.5595923066139221,0.33022934198379517,0.2085418403148651,0.21645526587963104
1500,0.1855374276638031,0.11742622405290604,0.18907174468040466,0.10414845496416092,0.21385431289672852,0.18996188044548035,0.39925283193588257,0.32457971572875977,0.4017774164676666,0.30282601714134216,0.421539843082428,0.40199989080429077,0.12085610628128052,0.20141328871250153,0.06196758896112442,0.005928608123213053,0.005928608123213053,0.006715348456054926,2.1446316242218018,1.4875822067260742,0.43718641996383667,0.19575250148773193,0.2085382640361786,0.5989446640014648,0.5379753708839417,0.3338840901851654,0.19857585430145264,0.2105112224817276
1550,0.21896642446517944,0.16594156622886658,0.16084212064743042,0.10745752602815628,0.16161751747131348,0.18517494201660156,0.3596170246601105,0.31078875064849854,0.3056075870990753,0.23901520669460297,0.30652308464050293,0.3296312987804413,0.321823388338089,0.014163456857204437,0.011047745123505592,0.006715348456054926,0.023245465010404587,0.08893946558237076,2.1176466941833496,1.491214394569397,0.4440928101539612,0.20920465886592865,0.22562573850154877,0.575695812702179,0.5172433853149414,0.3153579533100128,0.18896090984344482,0.2024986296892166
1600,0.22798490524291992,0.17054690420627594,0.16501384973526,0.11479395627975464,0.15682294964790344,0.16483741998672485,0.3693881928920746,0.3189014494419098,0.3136332631111145,0.2535916566848755,0.3097681403160095,0.3132663667201996,0.2624127268791199,0.0031777266412973404,0.020541900768876076,0.0040784431621432304,0.4740769863128662,0.0015023101586848497,2.0291905403137207,1.6841496229171753,0.42635902762413025,0.20466329157352448,0.21697627007961273,0.5592657923698425,0.5324500203132629,0.30349430441856384,0.18117505311965942,0.19091202318668365
1650,0.20743827521800995,0.14240209758281708,0.15283329784870148,0.12748833000659943,0.16252854466438293,0.20730946958065033,0.332859605550766,0.2726236879825592,0.28779327869415283,0.2526015043258667,0.30116361379623413,0.3328225016593933,0.0420498289167881,0.22541265189647675,0.575939416885376,0.04858735203742981,0.8981232643127441,0.04858735203742981,2.0602238178253174,1.631298303604126,0.42530837655067444,0.20571540296077728,0.2147367000579834,0.554955005645752,0.5160486102104187,0.2919866740703583,0.17094232141971588,0.17809545993804932
1700,0.23530572652816772,0.14271193742752075,0.16269105672836304,0.14292246103286743,0.17006435990333557,0.14630448818206787,0.3655981123447418,0.27905139327049255,0.2994474172592163,0.27823078632354736,0.307842880487442,0.2819947898387909,0.5306499004364014,0.12692801654338837,0.004620229359716177,0.020541900768876076,0.1128222793340683,0.011047745123505592,2.0089917182922363,1.668944239616394,0.45128509402275085,0.2267812341451645,0.21632203459739685,0.5335462093353271,0.5063369274139404,0.28836238384246826,0.17367681860923767,0.16580720245838165
1750,0.24131090939044952,0.12014845013618469,0.13895656168460846,0.2087896466255188,0.1516062468290329,0.13918821513652802,0.3557402789592743,0.24291323125362396,0.26065972447395325,0.3278420865535736,0.2776798605918884,0.26422354578971863,0.829997181892395,1.0537006855010986,0.42870068550109863,0.42870068550109863,0.6931471824645996,0.7575989961624146,1.8804513216018677,1.8375798463821411,0.4733867347240448,0.2516368329524994,0.22333796322345734,0.5124562382698059,0.5068544745445251,0.2808057963848114,0.17548483610153198,0.1556013822555542
1800,0.22863510251045227,0.1416231393814087,0.16614000499248505,0.17530371248722076,0.1351136863231659,0.15318447351455688,0.37614917755126953,0.29056841135025024,0.3169107437133789,0.3282754421234131,0.28305262327194214,0.3035117983818054,0.6567788124084473,0.0015023101586848497,0.0013259010156616569,0.2519291043281555,0.02630019560456276,0.0010327640920877457,1.9883042573928833,1.7270874977111816,0.443952351808548,0.22756709158420563,0.2048361450433731,0.5241838693618774,0.5039995908737183,0.2775871753692627,0.16620849072933197,0.14866936206817627
1850,0.23601581156253815,0.1662697196006775,0.1849459558725357,0.1526353508234024,0.13443736732006073,0.12569576501846313,0.3246951103210449,0.26689594984054565,0.28446057438850403,0.25277867913246155,0.231831356883049,0.22073771059513092,0.00017217305139638484,4.222842107992619e-06,4.222842107992619e-06,7.889293556218036e-06,6.144193321233615e-06,3.726646127688582e-06,1.88552987575531,1.7888373136520386,0.4838268756866455,0.2591590881347656,0.23914074897766113,0.4934912919998169,0.4798707365989685,0.2667851150035858,0.16273760795593262,0.14933931827545166
1900,0.2226860374212265,0.15266045928001404,0.20861700177192688,0.13493551313877106,0.12401723116636276,0.15708374977111816,0.2970137298107147,0.23346762359142303,0.2860516607761383,0.21457895636558533,0.21237394213676453,0.25887107849121094,0.4062405824661255,0.28115013241767883,0.38687101006507874,0.42870068550109863,1.6004126071929932,2.3502066135406494,1.9176121950149536,1.729805827140808,0.47112414240837097,0.257942795753479,0.25209110975265503,0.4866299033164978,0.46945130825042725,0.2526775002479553,0.15228021144866943,0.15536707639694214
1950,0.2574234902858734,0.1640334129333496,0.14861157536506653,0.13946238160133362,0.12646172940731049,0.16400741040706635,0.3375517725944519,0.27018463611602783,0.24897868931293488,0.23362118005752563,0.2130843997001648,0.2578704357147217,1.1056923866271973,1.8047447204589844,1.31326162815094,0.8259393572807312,0.3868710398674011,0.575939416885376,2.0182273387908936,1.584976077079773,0.4525907635688782,0.247493177652359,0.24932022392749786,0.49664920568466187,0.46215447783470154,0.24748478829860687,0.14688390493392944,0.14810974895954132
2000,0.25142931938171387,0.16836512088775635,0.10843192785978317,0.14732573926448822,0.16896706819534302,0.15548095107078552,0.3508760631084442,0.2822047472000122,0.20962172746658325,0.2601236402988434,0.28272852301597595,0.26900169253349304,0.25689953565597534,0.006715348456054926,0.00861448422074318,0.001170194591395557,0.0002034476783592254,2.260326937175705e-06,1.9110889434814453,1.5810546875,0.604458212852478,0.24676474928855896,0.2799866199493408,0.4774448573589325,0.4458480179309845,0.2834082245826721,0.13627935945987701,0.15733040869235992
2050,0.2370823472738266,0.1525585800409317,0.12116837501525879,0.17167061567306519,0.1523355394601822,0.1651846021413803,0.33613139390945435,0.2640420198440552,0.224444180727005,0.28193387389183044,0.262201726436615,0.2755624055862427,0.09498728066682816,0.16022413969039917,0.0015023101586848497,0.0019285932648926973,0.00033540636650286615,0.0002612244279589504,1.9729803800582886,1.5099560022354126,0.5691770911216736,0.24721339344978333,0.27722638845443726,0.4793055057525635,0.43472805619239807,0.2721206843852997,0.13227514922618866,0.15222783386707306
2100,0.20383158326148987,0.16891545057296753,0.15102650225162506,0.15662279725074768,0.15041430294513702,0.16918940842151642,0.3146924078464508,0.2844806909561157,0.2628231644630432,0.26953125,0.27159619331359863,0.2818124294281006,0.26933717727661133,0.3484445810317993,0.029750417917966843,0.10020655393600464,0.9740769863128662,0.05488218367099762,1.938219666481018,1.5422691106796265,0.5808613896369934,0.2419685572385788,0.29626333713531494,0.4706233739852905,0.43436458706855774,0.2716149389743805,0.12566421926021576,0.15940438210964203
2150,0.23317477107048035,0.17059744894504547,0.15098120272159576,0.14615537226200104,0.14012189209461212,0.15896926820278168,0.3334396183490753,0.3064635992050171,0.2717866897583008,0.26409584283828735,0.2504532039165497,0.2874711751937866,1.805818796157837,4.264163494110107,2.811967611312866,2.578889846801758,1.910224199295044,3.529750347137451,1.968366265296936,1.5145562887191772,0.553634762763977,0.25496068596839905,0.2856646478176117,0.492350697517395,0.4255751669406891,0.2578463852405548,0.12861374020576477,0.14756529033184052
2200,0.18109726905822754,0.17355427145957947,0.15921887755393982,0.17487703263759613,0.12537989020347595,0.1858726441860199,0.34650522470474243,0.33893293142318726,0.3247327506542206,0.34018561244010925,0.28528428077697754,0.35024699568748474,0.055277470499277115,2.1445179299917072e-05,0.0024756852071732283,1.013004202832235e-05,2.510999053129126e-08,3.6534821390432626e-08,1.905658483505249,1.7131428718566895,0.5571069121360779,0.22402030229568481,0.24329037964344025,0.48340073227882385,0.4656510651111603,0.27842977643013,0.12659303843975067,0.1390468329191208
2250,0.2221805453300476,0.1709900051355362,0.1447698175907135,0.1640971153974533,0.12815991044044495,0.16980262100696564,0.3264012932777405,0.28389284014701843,0.2517327070236206,0.26991984248161316,0.22860704362392426,0.2859962582588196,0.8278611302375793,0.8981232643127441,0.42870068550109863,0.1797446310520172,0.12692803144454956,1.2234445810317993,1.810243010520935,1.8369815349578857,0.561343252658844,0.24303217232227325,0.2590903043746948,0.4605051279067993,0.46100375056266785,0.2634126842021942,0.12388955801725388,0.13455335795879364
2300,0.21152406930923462,0.14551231265068054,0.13732708990573883,0.18780101835727692,0.13917888700962067,0.17865659296512604,0.33744892477989197,0.2775305211544037,0.26560014486312866,0.31748682260513306,0.26775476336479187,0.30910247564315796,0.0714811384677887,0.2519291043281555,0.014163456857204437,0.0380413718521595,0.00861448422074318,0.023245465010404587,1.9717345237731934,1.6526312828063965,0.5041899681091309,0.22979149222373962,0.23571406304836273,0.47892335057258606,0.45366790890693665,0.2558060884475708,0.12484262883663177,0.1290838122367859
2350,0.24539786577224731,0.16558508574962616,0.11315740644931793,0.1674623042345047,0.1296580731868744,0.17873923480510712,0.37206387519836426,0.3062576353549957,0.24921981990337372,0.3088395595550537,0.26662304997444153,0.317962646484375,0.26933717727661133,0.1797446310520172,0.7575989961624146,0.2519291043281555,0.2519291043281555,0.08893946558237076,2.146542549133301,1.4470460414886475,0.44743025302886963,0.21515005826950073,0.2112792730331421,0.5100845098495483,0.4443621337413788,0.24897167086601257,0.1267048418521881,0.1236790269613266
2400,0.24044784903526306,0.15954573452472687,0.12218824028968811,0.15820187330245972,0.1398237943649292,0.1797925978899002,0.3462292551994324,0.2752406597137451,0.23127982020378113,0.2816743552684784,0.2577800750732422,0.2949041724205017,0.374014675617218,0.04299908131361008,0.04858735203742981,0.8259393572807312,0.4740769863128662,0.0380413718521595,2.133373498916626,1.4418511390686035,0.45899394154548645,0.2257719486951828,0.2145591527223587,0.49940231442451477,0.4341062009334564,0.24333184957504272,0.12689432501792908,0.11658994108438492
2450,0.2476108819246292,0.11256134510040283,0.14300838112831116,0.13998781144618988,0.16048939526081085,0.1963421106338501,0.345406711101532,0.21506625413894653,0.25456926226615906,0.2510456442832947,0.2735966145992279,0.3068656921386719,0.02610241435468197,1.9555681518568235e-08,0.0001234021910931915,1.3176514046531196e-10,1.9555681518568235e-08,3.224186784223093e-08,2.039625406265259,1.6129580736160278,0.4405645430088043,0.22847236692905426,0.2245299518108368,0.4886121451854706,0.4494960606098175,0.23320136964321136,0.12258830666542053,0.12086006999015808
2500,0.20639772713184357,0.10034912824630737,0.13247230648994446,0.1700085997581482,0.1810997724533081,0.20967251062393188,0.3478727340698242,0.2286725640296936,0.2745974361896515,0.31565043330192566,0.32607826590538025,0.3502505123615265,0.02195693738758564,0.000911466486286372,0.011047745123505592,2.9023162824159954e-06,1.7603447304281872e-06,2.510999053129126e-08,2.0270814895629883,1.6403229236602783,0.462199866771698,0.21647825837135315,0.21405205130577087,0.4927908182144165,0.45750683546066284,0.24639832973480225,0.11998045444488525,0.11698184162378311
2550,0.21727660298347473,0.11719517409801483,0.1367626190185547,0.15840990841388702,0.20218884944915771,0.168166846036911,0.35159236192703247,0.24849289655685425,0.2740918695926666,0.29820194840431213,0.3383713960647583,0.3079858422279358,0.1350395232439041,0.011047745123505592,0.023245465010404587,0.00975591130554676,0.000430649786721915,0.0019285932648926973,2.095137357711792,1.5824884176254272,0.4108782708644867,0.19676236808300018,0.2242611199617386,0.5004574060440063,0.45838111639022827,0.23363831639289856,0.11092160642147064,0.13272398710250854
2600,0.2499833106994629,0.136984184384346,0.13133428990840912,0.14830248057842255,0.18604734539985657,0.14734838902950287,0.3723251223564148,0.2722589373588562,0.2653091847896576,0.2926313877105713,0.3199620544910431,0.28768491744995117,1.055474042892456,0.9740769863128662,0.9740769863128662,1.7014132738113403,0.6931471824645996,1.31326162815094,2.062342882156372,1.603886604309082,0.4386661946773529,0.20979754626750946,0.21862462162971497,0.49823853373527527,0.46277305483818054,0.2402619868516922,0.11732935160398483,0.12419824302196503
2650,0.20773892104625702,0.14447323977947235,0.1631135791540146,0.14783555269241333,0.183279886841774,0.15355882048606873,0.3359937071800232,0.2750609815120697,0.29447081685066223,0.28148379921913147,0.31431782245635986,0.2840057611465454,0.41393426060676575,0.3132617175579071,0.2519291043281555,0.575939416885376,0.3132617175579071,0.20141328871250153,1.9927852153778076,1.7243691682815552,0.4383481442928314,0.21539217233657837,0.21674345433712006,0.4911688566207886,0.4685249328613281,0.24025772511959076,0.1218322142958641,0.12287456542253494
2700,0.20891128480434418,0.15260276198387146,0.16071070730686188,0.1470670998096466,0.17660678923130035,0.15410129725933075,0.3358226418495178,0.28864234685897827,0.29140546917915344,0.27597180008888245,0.32019010186195374,0.3007262051105499,0.29344964027404785,0.7575989961624146,0.1797446310520172,0.10020655393600464,1.5019291639328003,1.8047447204589844,1.910499095916748,1.8867156505584717,0.41653838753700256,0.215122789144516,0.22297486662864685,0.4842389225959778,0.4849686622619629,0.23038208484649658,0.12025380879640579,0.12622882425785065
