step,w1,w2,w3,w4,w5,w6,ema1,ema2,ema3,ema4,ema5,ema6,L1,L2,L3,L4,L5,L6
50,0.16473466157913208,0.30032530426979065,0.11046227812767029,0.1018674299120903,0.16194243729114532,0.16066786646842957,0.8161928653717041,0.9340843558311462,0.7538191080093384,0.753599226474762,0.8130932450294495,0.8120676875114441,0.029817547649145126,1.910224199295044,0.3868710398674011,1.7014132738113403,0.0019285932648926973,0.029750417917966843
100,0.22443710267543793,0.2114371806383133,0.10694421082735062,0.19551368057727814,0.1345762461423874,0.12709154188632965,0.6797000765800476,0.6697470545768738,0.5573112964630127,0.6568188667297363,0.595191478729248,0.5857495665550232,0.011701957322657108,0.000911466486286372,0.0040784431621432304,3.726646127688582e-06,6.144193321233615e-06,2.260326937175705e-06
150,0.17107994854450226,0.1993512511253357,0.12526413798332214,0.19692476093769073,0.17708328366279602,0.1302967071533203,0.5405882000923157,0.5702932476997375,0.49362707138061523,0.5613728165626526,0.5438425540924072,0.49321413040161133,0.24611346423625946,0.6931471824645996,0.6931471824645996,0.0031777266412973404,0.0024756852071732283,0.0019285932648926973
200,0.16974341869354248,0.191495880484581,0.1123276948928833,0.19725041091442108,0.13965831696987152,0.18952424824237823,0.5258098840713501,0.5449337363243103,0.45688381791114807,0.5497877597808838,0.4928174912929535,0.5432467460632324,0.08032739162445068,0.0031777266412973404,3.535687574185431e-05,4.5398901420412585e-05,5.8292964240536094e-05,0.005233798176050186
250,0.2022041380405426,0.2059415876865387,0.13901594281196594,0.11813832819461823,0.13048943877220154,0.2042105495929718,0.48757416009902954,0.4897976219654083,0.46757861971855164,0.39887502789497375,0.42142453789711,0.4885713458061218,0.08134990930557251,0.0015023101586848497,4.264163494110107,0.07888973504304886,0.6931471824645996,0.018149929121136665
300,0.185202494263649,0.2497473508119583,0.23028382658958435,0.13424403965473175,0.08903972804546356,0.11148252338171005,0.48816242814064026,0.5374953746795654,0.5241076350212097,0.4350765645503998,0.3673197031021118,0.404409259557724,0.0002153248933609575,1.013004202832235e-05,5.1090889331695255e-12,0.001170194591395557,4.8473686869998645e-11,2.2897348947448215e-11
350,0.23336291313171387,0.19199557602405548,0.18842385709285736,0.1405152976512909,0.10366591811180115,0.14203646779060364,0.5436192750930786,0.5098392963409424,0.5079578161239624,0.47141382098197937,0.43858352303504944,0.4601995050907135,0.16371259093284607,0.005233798176050186,0.12692801654338837,1.31326162815094,3.0485873222351074,0.014163456857204437
400,0.20549440383911133,0.2052764892578125,0.10212060064077377,0.15428242087364197,0.17862629890441895,0.1541997492313385,0.5207958221435547,0.5210795998573303,0.4048749804496765,0.47295960783958435,0.49840161204338074,0.4730510711669922,0.0543200746178627,0.10020655393600464,9.610703273210675e-05,0.00015844876179471612,0.12692801654338837,0.018149929121136665
450,0.1998618245124817,0.21293586492538452,0.12057570368051529,0.11493208259344101,0.22404958307743073,0.12764494121074677,0.44434642791748047,0.4544309675693512,0.3806227743625641,0.3660266101360321,0.4783354699611664,0.38773679733276367,0.6130030155181885,0.575939416885376,2.578889846801758,1.910224199295044,2.1269280910491943,2.3502066135406494
500,0.22186855971813202,0.1738683432340622,0.13132315874099731,0.12166363000869751,0.2164357304573059,0.1348406970500946,0.43214476108551025,0.3783854842185974,0.33722007274627686,0.3201237916946411,0.41408151388168335,0.33590829372406006,1.4154094457626343,0.06196758896112442,0.575939416885376,0.12692801654338837,0.018149929121136665,0.00861448422074318
550,0.269525945186615,0.16553069651126862,0.1406272053718567,0.11248909682035446,0.17702576518058777,0.13480137288570404,0.41065216064453125,0.3302021622657776,0.3038524091243744,0.26639553904533386,0.3412138521671295,0.2962515950202942,0.007832883857190609,0.006715348456054926,0.06196758896112442,6.144193321233615e-06,9.610703273210675e-05,1.7603447304281872e-06
600,0.24482667446136475,0.1511843353509903,0.12798401713371277,0.11397971212863922,0.19565947353839874,0.16636578738689423,0.37525519728660583,0.295527845621109,0.27629712224006653,0.24909824132919312,0.3380773961544037,0.31131789088249207,0.01909990981221199,0.0002034476783592254,0.8259393572807312,0.018149929121136665,0.0002034476783592254,0.00033540636650286615
650,0.26173144578933716,0.12632304430007935,0.12433025240898132,0.1221621185541153,0.15894465148448944,0.20650850236415863,0.3885643780231476,0.2640872895717621,0.2615973949432373,0.25934427976608276,0.30351826548576355,0.35163024067878723,0.4764336943626404,0.04858735203742981,0.06196758896112442,0.12692801654338837,0.20141328871250153,0.6931471824645996
700,0.22891676425933838,0.12199785560369492,0.1343540996313095,0.12422440201044083,0.11941920965909958,0.2710876166820526,0.4188935458660126,0.3153447210788727,0.3546420931816101,0.313769668340683,0.32021158933639526,0.4492778182029724,0.44460058212280273,0.4740769863128662,2.811967611312866,0.018149929121136665,1.31326162815094,0.6931471824645996
750,0.24691976606845856,0.11451683193445206,0.14573638141155243,0.12755268812179565,0.14803855121135712,0.21723572909832,0.3677741289138794,0.23755612969398499,0.2776896059513092,0.25555214285850525,0.2800767719745636,0.34331613779067993,0.34663528203964233,0.0024756852071732283,0.0380413718521595,0.023245465010404587,0.018149929121136665,0.014163456857204437
800,0.19671505689620972,0.1270136833190918,0.12678112089633942,0.19445806741714478,0.2119245082139969,0.14310753345489502,0.3736128509044647,0.30004334449768066,0.31032076478004456,0.36991190910339355,0.38420960307121277,0.319236695766449,0.21772919595241547,0.07888973504304886,1.136871099472046,0.0380413718521595,0.04858735203742981,0.029750417917966843
